phase;name;index;predecessors;type;microProjects;smallProjects;avgProjects;bigProjects;veryBigProjects;hugeProjects;category;discipline;description;author
Construction;Analyze Behavior;389;;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie ma na celu analize zachowan;Bartosz OCIMEK
Construction;Identify Design Elements;390;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;;Bartosz OCIMEK
Construction;Use-Case Analysis;391;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla, jak udoskonalic produkty Analizy Przypadku Uzycia poprzez opracowanie Realizacji przypadk Uzycia na poziomie projektu.;Bartosz OCIMEK
Construction;Operation Analysis;392;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analiza operacyjna to metoda badania biezacej i historycznej wydajnosci operacji i inwestycji w konserwacje oraz mierzenia tej wydajnosc w odniesieniu do ustalonego zestawu paremetrow kosztow, harmonogramu i wydajnosci.;Bartosz OCIMEK
Construction;Design the User Interface;393;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Projektowanie interfejsu uzytkownika (UI) to proces, ktorego uzywaja projektanci do tworzenia interfejsow w oprogramowaniu lub urzadzeniach skomputeryzowanych, koncentrujac sie na wygladzie lub stylu.;Bartosz OCIMEK
Construction;Prototype the User-Interface;394;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano sposob przygotowania wytycznych dla poszczegolnych projektow;Bartosz OCIMEK
Construction;Review the Design;395;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla, w jaki sposob nalezy przeprowadzic przeglad projektu i jak odniesc sie do wynikow przegladu.;Bartosz OCIMEK
Construction;Service Identification;396;;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Gromadzenie wymagan;Zadanie ma na celu zidentyfikowanie serwisow, ktore wystepuja w projekcie;Bartosz OCIMEK
Construction;Domain Decomposition;397;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Konfiguracja i zmiany;;Bartosz OCIMEK
Construction;Functional Area Analysis;398;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;;Bartosz OCIMEK
Construction;Refine a Business Use-Case;399;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;Wtorna analiza biznesowych przypadkow uzycia;Bartosz OCIMEK
Construction;Business Process Analysis;400;399;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie ma na celu analize elementow dotyczacych procesow biznesowych;Bartosz OCIMEK
Construction;Business Use Case Analysis (SOA);401;399;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;Zadanie ma na celu analize biznesowych przypadkow uzycia;Bartosz OCIMEK
Construction;Goal-Service Modeling;402;397;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;;Bartosz OCIMEK
Construction;Identify Business Goals and KPIs;403;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie okresla cele jakie nalezy osiagnac;Bartosz OCIMEK
Construction;Identify and Associate Services to Goals;404;403;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;Opracowanie relacji celu z przedmiotem pracy, aby zidentyfikowac i powiazac obecne lub przyszle zadania oraz osiagnac cele projektowe;Bartosz OCIMEK
Construction;Existing Asset Analysis;405;402;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Aby ustalic dostepne srodki w ramach wykonywanego projektu;Bartosz OCIMEK
Construction;Existing Asset Analysis;406;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Aby ustalic dostepne srodki w ramach wykonywanego projektu;Bartosz OCIMEK
Construction;Data Model Analysis;407;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu identyfikuje sie elementy projektu rozwiazania zorientowanego na uslugi pod wzgledem uslug i partycji oraz dokumentuje wstepna specyfikacje tych uslug.;Adrian MALIK
Construction;Business Rule Analysis;408;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu identyfikuje sie elementy projektu rozwiazania zorientowanego na uslugi pod wzgledem uslug i partycji oraz dokumentuje wstepna specyfikacje tych uslug.;Adrian MALIK
Construction;Construct Architectural Proof-of-Concept (SOA);409;406,407,408;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla sposob opracowania architektonicznego dowodu slusznosci koncepcji rozwiazania SOA na podstawie istniejacych wymagan architektonicznych i profilu ryzyka.;Adrian MALIK
Construction;Design Components;410;389,396;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W ramach tego dzialania dopracowuje sie projekt systemu.;Adrian MALIK
Construction;Use-Case Design;411;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla, jak udoskonalic produkty Analizy Przypadku Uzycia poprzez opracowanie Realizacji Przypadku Uzycia na poziomie projektu.;Adrian MALIK
Construction;Subsystem Design;412;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano sposob dokumentowania elementow Podsystemu i ich zachowania, a takze zaleznosci miedzy Podsystemami.;Adrian MALIK
Construction;Operation Design;413;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W ramach tego zadania wyniki Analizy Operacji sa przeksztalcane w szczegolowe Realizacje Operacji.;Adrian MALIK
Construction;Class Design;414;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu okresla sie sposob projektowania struktury klas podsystemu lub komponentu.;Adrian MALIK
Construction;Define Testability Elements;415;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano, jak zidentyfikowac elementy, ktore beda wspierac i umozliwiac testowanie.;Adrian MALIK
Construction;Design Testability Elements;416;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano, jak zaprojektowac funkcje specyficzne dla danego testu.;Adrian MALIK
Construction;Capsule Design;417;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano cechy charakterystyczne konstrukcji kapsuly.;Adrian MALIK
Construction;Review the Design;418;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla, w jaki sposob nalezy przeprowadzic przeglad projektu i jak odniesc sie do wynikow przegladu.;Adrian MALIK
Construction;Design the Database;419;389,396;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym cwiczeniu identyfikuje sie klasy projektowe, ktore maja byc przechowywane w bazie danych, i projektuje odpowiednie struktury bazy danych.;Adrian MALIK
Construction;Class Design;420;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu okresla sie sposob projektowania struktury klas podsystemu lub komponentu.;Adrian MALIK
Construction;Specify Data Migration;421;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano, jak zmigrowac starsze zrodlo danych do docelowej bazy danych.;Adrian MALIK
Construction;Database Design;422;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu wyjasniono, jak zaprojektowac baze danych w celu wdrozenia trwalosci w aplikacji.;Patryk BARCZAK
Construction;Review the Design;423;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla, w jaki sposob nalezy przeprowadzic przeglad projektu i jak odniesc sie do wynikow przegladu.;Patryk BARCZAK
Construction;Service Specification;424;389,396;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;Ten wzorzec mozliwosci dostarcza specyfikacji zachowania uslugi oraz identyfikuje uslugodawcow i partycje.;Patryk BARCZAK
Construction;Perform Service Specification;425;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;Patryk BARCZAK
Construction;Apply Services Litmus Tests;426;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to opisuje wymog kwalifikowania uslug kandydujacych w celu zapewnienia, ze te, ktore sa dalej rozwijane, rzeczywiscie spelniaja potrzeby przedsiebiorstwa.;Patryk BARCZAK
Construction;Service Specification;427;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to definiuje i okresla uslugi oraz strukture rozwiazania zorientowanego na uslugi pod wzgledem wspolpracy zawartych w nim elementow projektowych oraz zewnetrznych podsystemow/interfejsow.;Patryk BARCZAK
Construction;Message Design;428;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu opisano dzialania wymagane do opracowania kompleksowego modelu projektowania komunikatow (katalogu). W tle omowiono wzorce wymiany komunikatow oraz zwiazek modelu domeny z modelem komunikatow. Przedstawiono rowniez uwagi projektowe dotyczace ziarnistosci komunikatow i ich wydajnosci.;Patryk BARCZAK
Construction;Identify Security Patterns;429;427;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Podczas tworzenia wstepnej architektury systemu architekt bezpieczenstwa jest odpowiedzialny za identyfikacje i wybor kluczowych wzorcow bezpieczenstwa, ktore zapewniaja poziom bezpieczenstwa wymagany przez system.;Patryk BARCZAK
Construction;Perform Subsystem Analysis;430;425;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;Patryk BARCZAK
Construction;Subsystem Design (SOA);431;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to rozszerza tradycyjne projektowanie podsystemow w RUP o szczegoly specyficzne dla rozwiazania SOA, szczegolnie w przypadku, gdy podsystemy zostaly zidentyfikowane na podstawie modeli analizy biznesowej. Po przejsciu z domeny biznesowej do domeny informatycznej mapujemy zidentyfikowane obszary funkcjonalne zdefiniowane przez te pierwsza na podsystemy, czyli ich informatyczne odpowiedniki.;Patryk BARCZAK
Construction;Perform Component Specification;432;430;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;Patryk BARCZAK
Construction;Component Specification (SOA);433;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu okresla sie szczegoly dotyczace skladnikow uslug realizujacych podsystem projektowy.;Patryk BARCZAK
Construction;Service Realization;434;389,396;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;-;Patryk BARCZAK
Construction;Realization Decisions;435;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;-;Patryk BARCZAK
Construction;Document Service Realization Decisions;436;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Zadanie to koncentruje sie na realizacji modelu uslugowego w postaci komponentow programowych, ktore beda dzialac w istniejacych srodowiskach oprogramowania posredniczacego.;Patryk BARCZAK
Construction;Component Specification (SOA);437;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu okresla sie szczegoly dotyczace skladnikow uslug realizujacych podsystem projektowy.;Patryk BARCZAK
Construction;Construct Architectural Proof-of-Concept (SOA);438;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to okresla sposob opracowania architektonicznego dowodu slusznosci koncepcji rozwiazania SOA na podstawie istniejacych wymagan architektonicznych i profilu ryzyka.;Patryk BARCZAK
Construction;Assess Viability of Architectural Proof-of-Concept;439;438;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to definiuje sposob oceny architektonicznej koncepcji probnej pod katem wymagan i ryzyk architektonicznych.;Patryk BARCZAK
Construction;Implement Components;440;389,396;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Dotyczy implementacji komponentow.;Dawid BONDYRA
Construction;Plan Subsystem Integration;441;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;;Dawid BONDYRA
Construction;Implement Design Elements;442;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Implementacja elementow.;Dawid BONDYRA
Construction;Analyze Runtime Behavior;443;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Analiza zachowan.;Dawid BONDYRA
Construction;Implement Testability Elements;444;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Implementacja elementow testowych systemu.;Dawid BONDYRA
Construction;Implement Developer Test;445;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Opisuje sposob implementacji poszczegolnych testow systemu.;Dawid BONDYRA
Construction;Execute Developer Tests;446;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Wykonanie testow dla systemu.;Dawid BONDYRA
Construction;Review Code;447;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Analiza kodu przez zespol programistow.;Dawid BONDYRA
Construction;Integrate and Test;448;337;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Opisuje integracje i testy systemu.;Dawid BONDYRA
Construction;Verify Test Approach;449;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Opisuje werfyfikacje testow zaleznosci.;Dawid BONDYRA
Construction;Define Test Environment Configurations;450;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano sposob definiowania testow srodowiskowych.;Dawid BONDYRA
Construction;Identify Testability Mechanisms;451;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak zidentyfikowac ogolne mechanizmy rozwiazania technicznego, ktore sa potrzebne do ulatwienia podejscia testowego, oraz jak nakreslic ogolny zakres i najwazniejsze cechy tych mechanizmow.;Dawid BONDYRA
Construction;Define Testability Elements;452;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadaanie dotyczy okreslania elementow testowych sysytemu.;Dawid BONDYRA
Construction;Define Test Details;453;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie dotyczy definiowania szczegolow testow.;Dawid BONDYRA
Construction;Implement Test;454;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Zadanie  okresla sposob implementacji testow.;Dawid BONDYRA
Construction;Implement Test Suite;455;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic, ktore testy powinny byc wykonywane razem.;Dominik DAWIDZIAK
Construction;Obtain Testability Commitment;456;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to koncentruje sie na definiowaniu, ustalaniu priorytetow i promowaniu potrzeb i korzysci zwiazanych z testowalnoscia.;Dominik DAWIDZIAK
Construction;Integrate and Validate Build;457;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Obejmuje to czynnosci wymagane do integracji, budowy i walidacji konstrukcji podsystemu lub calego systemu, w zaleznosci od tego, co jest wlasciwe.;Dominik DAWIDZIAK
Construction;Integrate each Subsystem;458;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;"Ta czynnosc laczy zmiany wprowadzone przez wielu realizatorow w celu utworzenia nowej, spojnej wersji podsystemu ""Wdrazanie"".";Dominik DAWIDZIAK
Construction;Implement Developer Test;459;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak utworzyc zestaw testow sprawdzajacych poprawnosc dzialania komponentu przed przeprowadzeniem bardziej formalnych testow.;Dominik DAWIDZIAK
Construction;Implement Developer Test;459;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak utworzyc zestaw testow sprawdzajacych poprawnosc dzialania komponentu przed przeprowadzeniem bardziej formalnych testow.;Dominik DAWIDZIAK
Construction;Execute Developer Tests;460;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak uruchomic i ocenic zestaw testow majacych na celu sprawdzenie poprawnosci dzialania komponentu przed przeprowadzeniem bardziej formalnych testow.;Dominik DAWIDZIAK
Construction;Execute Developer Tests;460;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak uruchomic i ocenic zestaw testow majacych na celu sprawdzenie poprawnosci dzialania komponentu przed przeprowadzeniem bardziej formalnych testow.;Dominik DAWIDZIAK
Construction;Integrate Subsystem;461;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak zintegrowac elementy podsystemu wdrazania, a nastepnie dostarczyc podsystem wdrazania w celu integracji z systemem.;Dominik DAWIDZIAK
Construction;Integrate Subsystem;461;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak zintegrowac elementy podsystemu wdrazania, a nastepnie dostarczyc podsystem wdrazania w celu integracji z systemem.;Dominik DAWIDZIAK
Construction;Integrate the System;462;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;-;Dominik DAWIDZIAK
Construction;Integrate System;463;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;W tym zadaniu opisano, jak zintegrowac podsystemy wykonawcze w kompilacji.;Dominik DAWIDZIAK
Construction;Validate Build Stability;464;462;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Ta czynnosc sprawdza, czy zbudowany system jest wystarczajaco stabilny, aby mozna bylo rozpoczac szczegolowe testy i ewaluacje.;Dominik DAWIDZIAK
Construction;Define Test Details;465;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak szczegolowo opisac pomysly na test w okreslonym kontekscie, wynikajacym z docelowych elementow testu.;Dominik DAWIDZIAK
Construction;Implement Test;466;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak tworzyc testy samodzielne lub wspolpracujace.;Dominik DAWIDZIAK
Construction;Execute Test Suite;467;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Opisuje sposoby rejestrowania wynikow;lukasz GUZEK
Construction;Analyze Test Failure;468;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;To proces analizowania nieudanego testu w celu sprawdzenia, co poszlo nie tak. Zespoly sprawdzaja nieudane testy, aby znalezc pierwotna przyczyne niepowodzenia.;lukasz GUZEK
Construction;Determine Test Results;469;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Opsuje jak zapisywac wyniki i jakie podjac dzialania;lukasz GUZEK
